,id,Date,Title,Description
2361,2361,"January 25, 2019, Friday",Govt policies favouring SMEs will make fiscal consolidation harder: Moody's,"The fiscal deficit may touch 3.4 per cent of gross domestic product (GDP) for year ending March 2019, breach the target of 3.3 ..."
2362,2362,"January 25, 2019, Friday",SC upholds validity of Insolvency and Bankruptcy Code in its entirety,"The companies like Swiss Ribbons, Shivam Water Treaters, and Ganesh Prasad Pandey, an individual petitioner, had challenged ..."
2363,2363,"January 25, 2019, Friday",Ravneet Gill to be YES Bank boss after Rana Kapoor's tenure ends on Jan 31,"In October, the RBI had refused to give incumbent CEO Rana Kapoor an extension to his term"
2364,2364,"January 24, 2019, Thursday",Japan's central bank chief warns fintech firms could disrupt banking system,He said big tech companies tended to specialise in payments and settlement rather than deposit-taking and lending
2365,2365,"January 24, 2019, Thursday","CBI closes in on Chanda Kochhar, husband in ICICI Bank-Videocon loan case",Chanda Kochhar showed dishonesty by abusing her official position in sanctioning a loan in favour of Videocon International ...
2366,2366,"January 24, 2019, Thursday",SBI pushes Essar Steel auction deadline to Feb 11 on developments at NCLAT,The appellate tribunal has directed the Ahmedabad Bench of NCLT to pass an order on the insolvency resolution of Essar Steel on ...
2367,2367,"January 24, 2019, Thursday",PNB Housing Finance reports 32% rise in Q3 net profit to Rs 303 cr,"Net interest margin increased to 3.06%, as against 3.02% for the third quarter of the previous fiscal"
2368,2368,"January 24, 2019, Thursday",Ravneet Gill to take over from Rana Kapoor as YES Bank's MD & CEO,Bank's senior group president says Jan 29 board meeting will decide whether an interim CEO will be brought in for the gap between ...
2369,2369,"January 24, 2019, Thursday","RBI has insufficient capital, much less surplus to hand over to government","The paper's findings rekindle the debate on the Reserve Bank of India's autonomy, just as a panel reviews how much funds the ..."
2370,2370,"January 24, 2019, Thursday","RBI making u-turn, to cut rates, change stance to 'neutral': Reuters Poll",Uncertainty over the outcome of a national election in May is seen as the main downside risk to Asia's third-largest economy
2371,2371,"January 24, 2019, Thursday",PSBs put Rs 1-trn bad loans on sale as delays plague bankruptcy proceedings,Dragging cases in NCLT would mean higher provisioning in next quarter
2372,2372,"January 23, 2019, Wednesday",Ujjivan Financial Services Q3 net profit up Rs 45.2 crore,"'The healthy net interest margin (11.8 per cent) helped to increase profits,' MD and CEO Samit Ghosh said"
2373,2373,"January 23, 2019, Wednesday","Water crisis could worsen India's bad loan problem, says WWF report","According to the report, close to 40 per cent of the gross credit exposure of Indian banks is in sectors where water risks are ..."
2374,2374,"January 23, 2019, Wednesday",Vijaya Bank Q3 net profit surges 80% to Rs 143 crore; NPA provisions jump,"The bank's total income also rose to Rs 4,106.42 crore during the period"
2375,2375,"January 23, 2019, Wednesday","SBI moves to recover Rs 405 crore from Mehul Choksi, his family, companies","This is the first time the country's biggest bank's exposure has been revealed in the case involving Mehul Choksi, who is among ..."
2376,2376,"January 22, 2019, Tuesday","RBI announces Rs 10,000-cr bond buyback on Thursday to improve liquidity","The RBI will buyback five securities maturing between June 2019 and December 2033 through the purchase, it said and also ..."
2377,2377,"January 22, 2019, Tuesday",4 new unicorns push up venture capital inflows to a record $8 bn in 2018,"Deal size grew considerably in the reporting year, which is a sign of the increasing maturation of the VC market here"
2378,2378,"January 22, 2019, Tuesday",Banking tech institute proposes blueprint for blockchain platform in India,The institute has proposed a collaborative approach among all the stakeholders in a network while stressing on the need to evolve ...
2379,2379,"January 22, 2019, Tuesday","RBI seeks views on NPCI's monopoly, wants to minimise concentration risk",A policy paper placed on the RBI website on Monday discusses the various pros and cons of having a single operator for payments
2380,2380,"January 21, 2019, Monday",Canara Bank to sell stake in Small Industries Development Bank of India,"Canara Bank has invited bids at a floor price of Rs 225 per share, according to the Request for the Proposal floated by the bank"
2381,2381,"January 21, 2019, Monday",IDBI Bank shares tumble over 3% after 51% stake acquisition by LIC,Shares of IDBI Bank Monday fell over 3 per cent on a day when insurance behemoth LIC announced completion of 51 per cent stake ...
2382,2382,"January 21, 2019, Monday","Union Bank Q3 net at Rs 153.2 cr; other income up, NPA provisions decline",It had posted a net loss of Rs 124.98 crore in October-December 2017 (Q3Fy18)
2383,2383,"January 21, 2019, Monday","Kotak Mahindra Bank consolidated Q3 net up 13.5% to Rs 1,844 crore","Net NPA stood at 0.67% for the present quarter, against 0.94% in the year-ago quarter"
2384,2384,"January 21, 2019, Monday",LIC completes the acquisition of 51% controlling stake in IDBI Bank,"IDBI Bank Monday said insurance behemoth LIC has completed acquisition of 51 per cent controlling stake in the bank, making it ..."
2385,2385,"January 21, 2019, Monday",Goldman Sachs expects RBI to cut rates by a quarter percentage point in Feb,"The Wall Street bank said lower inflation projections, and expectations of a slower pace of US policy rate hikes prompted it to ..."
2386,2386,"January 21, 2019, Monday","Insolvency law had teeth. Now, it's got dentures and nobody can save it","A country that needs to sweat every investor rupee and dollar to put its swelling, restive labor force to work will continue to ..."
2387,2387,"January 19, 2019, Saturday","Rs 14,300-cr fraud: Centre issues order to sack two PNB executive directors",The Centre said the PNB two executives failed in their capacity in the top management to justify their dismissal
2388,2388,"January 19, 2019, Saturday",Hitachi Payment Services agrees to buy 26% in stake in SBI Payment Services,The JV will provide various payment options to customers and merchants
2389,2389,"January 19, 2019, Saturday",SBI raises $1.25 billion through bonds from the overseas market,The successful issuance demonstrates the strong niche investor base SBI has created for itself in offshore capital markets
2390,2390,"January 19, 2019, Saturday","Nabard pegs Odisha's credit potential at Rs 75,612 crore for FY20",The total outlay for credit requirement projections is an aggregation of the 'Potential Linked Credit Plans' prepared by the ...
2391,2391,"January 19, 2019, Saturday",South Indian Bank Q3 profit declines 27% to Rs 84 crore as bad loans rise,The bank had recorded a net profit of Rs 115 crore in the corresponding period of the previous financial year
2392,2392,"January 19, 2019, Saturday","Centre removes two PNB executive directors for lapses in Rs 13,500-cr fraud",The PNB has intimated the action to the stock exchanges
2393,2393,"January 19, 2019, Saturday",Fed policymakers hint at pausing rate-hike cycle ahead of policy meeting,"This follows a wait-and-see approach laid out earlier this month by several other Fed policymakers, making clear that a consensus ..."
2394,2394,"January 19, 2019, Saturday",RBI governor Shaktikanta Das favours flexible policy objectives,"The RBI Act was amended in November 2016 to make the goal as ""maintaining price stability keeping in mind the objective of ..."
2395,2395,"January 19, 2019, Saturday","SBI in talks with PEs, hedge funds to sell Rs 15,431-crore Essar loan","According to the list of financial creditors as of October 2018, SC Lowy Primary Investments has an exposure of about Rs 900 cr ..."
2396,2396,"January 18, 2019, Friday","NPA recognition may drag till FY20, bad loans could spike by Rs 5 trn","Over Rs 1.21 trillion debt (a part of the Rs 4.10 trillion) is likely to emanate from corporates rated 'AA-' and above, a report ..."
2397,2397,"January 18, 2019, Friday","Fincare Small Finance Bank aims to raise Rs 250-300 crore, says CEO",Fincare announced this during its entry into Hyderabad with the launch of its branch at Banjara Hills
2398,2398,"January 17, 2019, Thursday",Bombay High Court defers Kotak Mahindra Bank vs RBI matter to March 12,The counsel representing the RBI sought more time from the court to file the affidavit in reply to the writ petition filed by the ...
2399,2399,"January 17, 2019, Thursday",RBI-industry meet: India Inc pitches for rate cut to prop up growth,"In a meeting with RBI Governor Shaktikanta Das, industry chambers suggested measures to ease tight liquidity situation and reduce ..."
2400,2400,"January 17, 2019, Thursday",SBI raises $1.25 bn via bonds from overseas market for biz expansion,SBI has concluded the standalone issuance of fixed rate senior unsecured notes in two tranches of $850 mn for 5 years
2401,2401,"January 17, 2019, Thursday","IIFL to raise Rs 2,000 crore via public issue of bonds starting Jan 22","The bonds will have a call option, which means the management can buy back the bonds, if they wish to, after a specific period"
2402,2402,"January 17, 2019, Thursday",State Bank of India to raise $1 billion through bond sale,The bank will raise about $ 700 million through five- year bonds and $300 million through three-year bonds
2403,2403,"January 16, 2019, Wednesday",RBI slaps Rs 1-cr fine on Bank of Maharashtra for not complying with norms,"According to RBI, the fine was imposed for non-compliance with 'Master Directions on Frauds-Classification and Reporting'"
2404,2404,"January 16, 2019, Wednesday","SBI, other banks agree to finance Nagpur-Mumbai Samruddhi Corridor","The estimated cost of the project, being constructed by the Maharashtra State Road Development Corporation, is around Rs 50,000 ..."
2405,2405,"January 16, 2019, Wednesday",Vishakha Mulye reappointed as Executive Director of ICICI Bank for 2 years,"The reappointment is effective from January 19, 2019, ICICI Bank said in a regulatory filing"
